step, strain11, strain22, strain12, stress11, stress22, stress12, d1, d2, d4, d5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, 0, 0.0001, 0, 2.75807, 16.2239, 0, 0, 0, 0, 0, 
2, 0, 0.0002, 0, 5.51614, 32.4479, 0, 0, 0, 0, 0, 
3, 0, 0.0003, 0, 8.27421, 48.6718, 0, 0, 0, 0, 0, 
4, 0, 0.0004, 0, 11.0323, 64.8958, 0, 0, 0, 0, 0, 
5, 0, 0.0005, 0, 13.7903, 81.1197, 0, 0, 0, 0, 0, 
6, 0, 0.0006, 0, 16.5484, 97.3436, 0, 0, 0, 0, 0, 
7, 0, 0.0007, 0, 19.3065, 113.568, 0, 0, 0, 0, 0, 
8, 0, 0.0008, 0, 21.5664, 126.861, 0, 0, 0.00113895, 0, 0, 
9, 0, 0.0009, 0, 22.066, 129.8, 0, 0, 0.0061602, 0, 0, 
10, 0, 0.001, 0, 20.7088, 121.817, 0, 0, 0.0163626, 0, 0, 
11, 0, 0.0011, 0, 18.2834, 107.549, 0, 0, 0.032513, 0, 0, 
12, 0, 0.0012, 0, 15.6389, 91.9937, 0, 0, 0.0550452, 0, 0, 
13, 0, 0.0013, 0, 13.2519, 77.9521, 0, 0, 0.0841054, 0, 0, 
14, 0, 0.0014, 0, 11.2742, 66.3191, 0, 0, 0.119571, 0, 0, 
15, 0, 0.0015, 0, 9.697, 57.0412, 0, 0, 0.161064, 0, 0, 
16, 0, 0.0016, 0, 8.45747, 49.7498, 0, 0, 0.207977, 0, 0, 
17, 0, 0.0017, 0, 7.48686, 44.0404, 0, 0, 0.259498, 0, 0, 
18, 0, 0.0018, 0, 6.72602, 39.5648, 0, 0, 0.31465, 0, 0, 
19, 0, 0.0019, 0, 6.12832, 36.0489, 0, 0, 0.372339, 0, 0, 
20, 0, 0.002, 0, 5.6582, 33.2835, 0, 0, 0.431408, 0, 0, 
21, 0, 0.0021, 0, 5.28893, 31.1113, 0, 0, 0.490686, 0, 0, 
22, 0, 0.0022, 0, 5.00036, 29.4139, 0, 0, 0.549047, 0, 0, 
23, 0, 0.0023, 0, 4.7773, 28.1017, 0, 0, 0.605454, 0, 0, 
24, 0, 0.0024, 0, 4.60812, 27.1066, 0, 0, 0.659004, 0, 0, 
25, 0, 0.0025, 0, 4.4839, 26.3759, 0, 0, 0.708959, 0, 0, 
26, 0, 0.0026, 0, 4.39761, 25.8683, 0, 0, 0.754763, 0, 0, 
27, 0, 0.0027, 0, 4.34371, 25.5513, 0, 0, 0.79605, 0, 0, 
28, 0, 0.0028, 0, 4.3177, 25.3982, 0, 0, 0.832641, 0, 0, 
29, 0, 0.0029, 0, 4.31586, 25.3874, 0, 0, 0.864528, 0, 0, 
30, 0, 0.003, 0, 4.33506, 25.5003, 0, 0, 0.891855, 0, 0, 
31, 0, 0.0031, 0, 4.37257, 25.721, 0, 0, 0.914882, 0, 0, 
32, 0, 0.0032, 0, 4.42603, 26.0355, 0, 0, 0.933964, 0, 0, 
33, 0, 0.0033, 0, 4.49329, 26.4311, 0, 0, 0.949513, 0, 0, 
34, 0, 0.0034, 0, 4.57243, 26.8966, 0, 0, 0.96197, 0, 0, 
35, 0, 0.0035, 0, 4.66168, 27.4216, 0, 0, 0.971782, 0, 0, 
36, 0, 0.0036, 0, 4.75945, 27.9967, 0, 0, 0.979381, 0, 0, 
37, 0, 0.0037, 0, 4.8643, 28.6135, 0, 0, 0.985166, 0, 0, 
38, 0, 0.0038, 0, 4.97495, 29.2644, 0, 0, 0.989494, 0, 0, 
39, 0, 0.0039, 0, 5.09027, 29.9428, 0, 0, 0.992678, 0, 0, 
40, 0, 0.004, 0, 5.20929, 30.6429, 0, 0, 0.994978, 0, 0, 
41, 0, 0.0041, 0, 5.33118, 31.3599, 0, 0, 0.996612, 0, 0, 
42, 0, 0.0042, 0, 5.45527, 32.0898, 0, 0, 0.997751, 0, 0, 
43, 0, 0.0043, 0, 5.58099, 32.8294, 0, 0, 0.998533, 0, 0, 
44, 0, 0.0044, 0, 5.70792, 33.576, 0, 0, 0.999058, 0, 0, 
45, 0, 0.0045, 0, 5.83571, 34.3277, 0, 0, 0.999406, 0, 0, 
46, 0, 0.0046, 0, 5.96411, 35.083, 0, 0, 0.999632, 0, 0, 
47, 0, 0.0047, 0, 6.09293, 35.8407, 0, 0, 0.999776, 0, 0, 
48, 0, 0.0048, 0, 6.22203, 36.6002, 0, 0, 0.999866, 0, 0, 
49, 0, 0.0049, 0, 6.35132, 37.3607, 0, 0, 0.999921, 0, 0, 
50, 0, 0.005, 0, 6.48073, 38.1219, 0, 0, 0.999954, 0, 0, 
51, 0, 0.0051, 0, 6.61022, 38.8837, 0, 0, 0.999974, 0, 0, 
52, 0, 0.0052, 0, 6.73976, 39.6456, 0, 0, 0.999986, 0, 0, 
53, 0, 0.0053, 0, 6.86933, 40.4078, 0, 0, 0.999992, 0, 0, 
54, 0, 0.0054, 0, 6.99891, 41.1701, 0, 0, 0.999996, 0, 0, 
