step, strain11, strain22, strain12, stress11, stress22, stress12, d1, d2, d4, d5
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
1, -3e-05, 0, 0, -385.738, -50.3517, 0, 0, 0, 0, 0, 
2, -6e-05, 0, 0, -771.476, -100.703, 0, 0, 0, 0, 0, 
3, -9e-05, 0, 0, -1157.21, -151.055, 0, 0, 0, 0, 0, 
4, -0.00012, 0, 0, -1542.95, -201.407, 0, 0, 0, 0, 0, 
5, -0.00015, 0, 0, -1928.69, -251.759, 0, 0, 0, 0, 0, 
6, -0.00018, 0, 0, -2314.43, -302.11, 0, 0, 0, 0, 0, 
7, -0.00021, 0, 0, -2700.17, -352.462, 0, 0, 0, 0, 0, 
8, -0.00024, 0, 0, -3085.9, -402.814, 0, 0, 0, 0, 0, 
9, -0.00027, 0, 0, -3471.64, -453.165, 0, 0, 0, 0, 0, 
10, -0.0003, 0, 0, -3857.38, -503.517, 0, 0, 0, 0, 0, 
11, -0.00033, 0, 0, -4243.12, -553.869, 0, 0, 0, 0, 0, 
12, -0.00036, 0, 0, -4628.86, -604.22, 0, 0, 0, 0, 0, 
13, -0.00039, 0, 0, -5014.59, -654.572, 0, 0, 0, 0, 0, 
14, -0.00042, 0, 0, -5400.33, -704.924, 0, 0, 0, 0, 0, 
15, -0.00045, 0, 0, -5786.07, -755.276, 0, 0, 0, 0, 0, 
16, -0.00048, 0, 0, -6171.81, -805.627, 0, 0, 0, 0, 0, 
17, -0.00051, 0, 0, -6557.55, -855.979, 0, 0, 0, 0, 0, 
18, -0.00054, 0, 0, -6943.28, -906.331, 0, 0, 0, 0, 0, 
19, -0.00057, 0, 0, -7329.02, -956.682, 0, 0, 0, 0, 0, 
20, -0.0006, 0, 0, -7714.76, -1007.03, 0, 0, 0, 0, 0, 
21, -0.00063, 0, 0, -8100.5, -1057.39, 0, 0, 0, 0, 0, 
22, -0.00066, 0, 0, -8486.24, -1107.74, 0, 0, 0, 0, 0, 
23, -0.00069, 0, 0, -8871.97, -1158.09, 0, 0, 0, 0, 0, 
24, -0.00072, 0, 0, -9257.71, -1208.44, 0, 0, 0, 0, 0, 
25, -0.00075, 0, 0, -9643.45, -1258.79, 0, 0, 0, 0, 0, 
26, -0.00078, 0, 0, -10029.2, -1309.14, 0, 0, 0, 0, 0, 
27, -0.00081, 0, 0, -10414.9, -1359.5, 0, 0, 0, 0, 0, 
28, -0.00084, 0, 0, -10800.7, -1409.85, 0, 0, 0, 0, 0, 
29, -0.00087, 0, 0, -11186.4, -1460.2, 0, 0, 0, 0, 0, 
30, -0.0009, 0, 0, -11572.1, -1510.55, 0, 0, 0, 0, 0, 
31, -0.00093, 0, 0, -11957.9, -1560.9, 0, 0, 0, 0, 0, 
32, -0.00096, 0, 0, -12343.6, -1611.25, 0, 0, 0, 0, 0, 
33, -0.00099, 0, 0, -12729.4, -1661.61, 0, 0, 0, 0, 0, 
34, -0.00102, 0, 0, -13115.1, -1711.96, 0, 0, 0, 0, 0, 
35, -0.00105, 0, 0, -13500.8, -1762.31, 0, 0, 0, 0, 0, 
36, -0.00108, 0, 0, -13886.6, -1812.66, 0, 0, 0, 0, 0, 
37, -0.00111, 0, 0, -14272.3, -1863.01, 0, 0, 0, 0, 0, 
38, -0.00114, 0, 0, -14658, -1913.36, 0, 0, 0, 0, 0, 
39, -0.00117, 0, 0, -15043.8, -1963.72, 0, 0, 0, 0, 0, 
40, -0.0012, 0, 0, -15429.5, -2014.07, 0, 0, 0, 0, 0, 
41, -0.00123, 0, 0, -15815.3, -2064.42, 0, 0, 0, 0, 0, 
42, -0.00126, 0, 0, -16201, -2114.77, 0, 0, 0, 0, 0, 
43, -0.00129, 0, 0, -16586.7, -2165.12, 0, 0, 0, 0, 0, 
44, -0.00132, 0, 0, -16972.5, -2215.47, 0, 0, 0, 0, 0, 
45, -0.00135, 0, 0, -17358.2, -2265.83, 0, 0, 0, 0, 0, 
46, -0.00138, 0, 0, -17743.9, -2316.18, 0, 0, 0, 0, 0, 
47, -0.00141, 0, 0, -18129.7, -2366.53, 0, 0, 0, 0, 0, 
48, -0.00144, 0, 0, -18515.4, -2416.88, 0, 0, 0, 0, 0, 
49, -0.00147, 0, 0, -18901.2, -2467.23, 0, 0, 0, 0, 0, 
50, -0.0015, 0, 0, -19286.9, -2517.59, 0, 0, 0, 0, 0, 
51, -0.00153, 0, 0, -19672.6, -2567.94, 0, 0, 0, 0, 0, 
52, -0.00156, 0, 0, -20058.4, -2618.29, 0, 0, 0, 0, 0, 
53, -0.00159, 0, 0, -20444.1, -2668.64, 0, 0, 0, 0, 0, 
54, -0.00162, 0, 0, -20829.9, -2718.99, 0, 0, 0, 0, 0, 
55, -0.00165, 0, 0, -21215.6, -2769.34, 0, 0, 0, 0, 0, 
56, -0.00168, 0, 0, -21601.3, -2819.7, 0, 0, 0, 0, 0, 
57, -0.00171, 0, 0, -21987.1, -2870.05, 0, 0, 0, 0, 0, 
58, -0.00174, 0, 0, -22372.8, -2920.4, 0, 0, 0, 0, 0, 
59, -0.00177, 0, 0, -22758.5, -2970.75, 0, 0, 0, 0, 0, 
60, -0.0018, 0, 0, -23144.3, -3021.1, 0, 0, 0, 0, 0, 
61, -0.00183, 0, 0, -23530, -3071.45, 0, 0, 0, 0, 0, 
62, -0.00186, 0, 0, -23915.8, -3121.81, 0, 0, 0, 0, 0, 
63, -0.00189, 0, 0, -24301.5, -3172.16, 0, 0, 0, 0, 0, 
64, -0.00192, 0, 0, -24687.2, -3222.51, 0, 0, 0, 0, 0, 
65, -0.00195, 0, 0, -25073, -3272.86, 0, 0, 0, 0, 0, 
66, -0.00198, 0, 0, -25458.7, -3323.21, 0, 0, 0, 0, 0, 
67, -0.00201, 0, 0, -25844.4, -3373.56, 0, 0, 0, 0, 0, 
68, -0.00204, 0, 0, -26230.2, -3423.92, 0, 0, 0, 0, 0, 
69, -0.00207, 0, 0, -26615.9, -3474.27, 0, 0, 0, 0, 0, 
70, -0.0021, 0, 0, -27001.7, -3524.62, 0, 0, 0, 0, 0, 
71, -0.00213, 0, 0, -27387.4, -3574.97, 0, 0, 0, 0, 0, 
72, -0.00216, 0, 0, -27773.1, -3625.32, 0, 0, 0, 0, 0, 
73, -0.00219, 0, 0, -28158.9, -3675.67, 0, 0, 0, 0, 0, 
74, -0.00222, 0, 0, -28544.6, -3726.03, 0, 0, 0, 0, 0, 
75, -0.00225, 0, 0, -28930.3, -3776.38, 0, 0, 0, 0, 0, 
76, -0.00228, 0, 0, -29316.1, -3826.73, 0, 0, 0, 0, 0, 
77, -0.00231, 0, 0, -29701.8, -3877.08, 0, 0, 0, 0, 0, 
78, -0.00234, 0, 0, -30087.6, -3927.43, 0, 0, 0, 0, 0, 
79, -0.00237, 0, 0, -30473.3, -3977.78, 0, 0, 0, 0, 0, 
80, -0.0024, 0, 0, -30859, -4028.14, 0, 0, 0, 0, 0, 
81, -0.00243, 0, 0, -31244.8, -4078.49, 0, 0, 0, 0, 0, 
82, -0.00246, 0, 0, -31630.5, -4128.84, 0, 0, 0, 0, 0, 
83, -0.00249, 0, 0, -32016.3, -4179.19, 0, 0, 0, 0, 0, 
84, -0.00252, 0, 0, -32402, -4229.54, 0, 0, 0, 0, 0, 
85, -0.00255, 0, 0, -32787.7, -4279.89, 0, 0, 0, 0, 0, 
86, -0.00258, 0, 0, -33173.5, -4330.25, 0, 0, 0, 0, 0, 
