step, strain11, strain22, strain12, stress11, stress22, stress12, d1, d2, d4, d5
47, -0.0019, 0, 0, -645.409, -52.4033, 0, 0.462555, 0, 0, 0, 
48, -0.0021, 0, 0, -713.346, -57.9195, 0, 0.462555, 0, 0, 0, 
49, -0.0023, 0, 0, -781.284, -63.4356, 0, 0.462555, 0, 0, 0, 
50, -0.0025, 0, 0, -849.222, -68.9517, 0, 0.462555, 0, 0, 0, 
51, -0.00225, 0, 0, -764.3, -62.0566, 0, 0.462555, 0, 0, 0, 
52, -0.002, 0, 0, -679.377, -55.1614, 0, 0.462555, 0, 0, 0, 
53, -0.00175, 0, 0, -594.455, -48.2662, 0, 0.462555, 0, 0, 0, 
54, -0.0015, 0, 0, -509.533, -41.371, 0, 0.462555, 0, 0, 0, 
55, -0.00125, 0, 0, -424.611, -34.4759, 0, 0.462555, 0, 0, 0, 
56, -0.001, 0, 0, -339.689, -27.5807, 0, 0.462555, 0, 0, 0, 
57, -0.00075, 0, 0, -254.767, -20.6855, 0, 0.462555, 0, 0, 0, 
58, -0.0005, 0, 0, -169.844, -13.7903, 0, 0.462555, 0, 0, 0, 
59, -0.00025, 0, 0, -84.9222, -6.89517, 0, 0.462555, 0, 0, 0, 
60, 0, 0, 0, 0, 0, 0, 0.462555, 0, 0, 0, 
61, 0.00025, 0, 0, 54.3385, 4.41196, 0, 0.462555, 0, 0, 0, 
62, 0.0005, 0, 0, 108.677, 8.82393, 0, 0.462555, 0, 0, 0, 
63, 0.00075, 0, 0, 163.016, 13.2359, 0, 0.462555, 0, 0, 0, 
64, 0.001, 0, 0, 217.354, 17.6479, 0, 0.462555, 0, 0, 0, 
65, 0.00125, 0, 0, 271.693, 22.0598, 0, 0.462555, 0, 0, 0, 
66, 0.0015, 0, 0, 326.031, 26.4718, 0, 0.462555, 0, 0, 0, 
67, 0.00175, 0, 0, 380.37, 30.8838, 0, 0.462555, 0, 0, 0, 
68, 0.002, 0, 0, 434.708, 35.2957, 0, 0.462555, 0, 0, 0, 
69, 0.00225, 0, 0, 489.047, 39.7077, 0, 0.462555, 0, 0, 0, 
70, 0.0025, 0, 0, 543.385, 44.1196, 0, 0.462555, 0, 0, 0, 
71, 0.00275, 0, 0, 550.927, 44.732, 0, 0.571653, 0, 0, 0, 
72, 0.003, 0, 0, 557.198, 45.2412, 0, 0.681224, 0, 0, 0, 
73, 0.00325, 0, 0, 562.626, 45.6819, 0, 0.790771, 0, 0, 0, 
74, 0.0035, 0, 0, 567.494, 46.0771, 0, 0.89992, 0, 0, 0, 
75, 0.00375, 0, 0, 571.998, 46.4428, 0, 1.00838, 0, 0, 0, 
76, 0.004, 0, 0, 576.271, 46.7898, 0, 1.11591, 0, 0, 0, 
77, 0.00425, 0, 0, 580.41, 47.1258, 0, 1.22234, 0, 0, 0, 
78, 0.0045, 0, 0, 584.48, 47.4563, 0, 1.32752, 0, 0, 0, 
79, 0.00475, 0, 0, 588.53, 47.7852, 0, 1.43131, 0, 0, 0, 
80, 0.005, 0, 0, 592.596, 48.1153, 0, 1.53362, 0, 0, 0, 
81, 0.00525, 0, 0, 596.703, 48.4487, 0, 1.63438, 0, 0, 0, 
82, 0.0055, 0, 0, 600.868, 48.7869, 0, 1.7335, 0, 0, 0, 
83, 0.00575, 0, 0, 605.105, 49.1309, 0, 1.83095, 0, 0, 0, 
84, 0.006, 0, 0, 609.424, 49.4816, 0, 1.92667, 0, 0, 0, 
85, 0.00625, 0, 0, 613.831, 49.8394, 0, 2.02063, 0, 0, 0, 
86, 0.0065, 0, 0, 618.33, 50.2047, 0, 2.11282, 0, 0, 0, 
87, 0.00675, 0, 0, 622.926, 50.5779, 0, 2.20321, 0, 0, 0, 
88, 0.007, 0, 0, 627.619, 50.9589, 0, 2.29179, 0, 0, 0, 
89, 0.00725, 0, 0, 632.412, 51.348, 0, 2.37855, 0, 0, 0, 
90, 0.0075, 0, 0, 637.303, 51.7452, 0, 2.4635, 0, 0, 0, 
91, 0.00775, 0, 0, 642.294, 52.1505, 0, 2.54663, 0, 0, 0, 
92, 0.008, 0, 0, 647.384, 52.5637, 0, 2.62795, 0, 0, 0, 
93, 0.00825, 0, 0, 652.572, 52.985, 0, 2.70747, 0, 0, 0, 
94, 0.0085, 0, 0, 657.857, 53.4141, 0, 2.78521, 0, 0, 0, 
95, 0.00875, 0, 0, 663.239, 53.851, 0, 2.86117, 0, 0, 0, 
96, 0.009, 0, 0, 668.715, 54.2957, 0, 2.93538, 0, 0, 0, 
97, 0.00925, 0, 0, 674.285, 54.7479, 0, 3.00784, 0, 0, 0, 
98, 0.0095, 0, 0, 679.948, 55.2077, 0, 3.07859, 0, 0, 0, 
99, 0.00975, 0, 0, 685.702, 55.6749, 0, 3.14764, 0, 0, 0, 
100, 0.01, 0, 0, 691.545, 56.1494, 0, 3.21502, 0, 0, 0, 
