strain,stress
0.0,0.0
9.375000081490725e-05,845.7627110183239
0.0001875000016298145,1678.4695233218372
0.00028124998789280653,2465.0610857643187
0.000375000003259629,3201.197954826057
0.00046874998952262104,3884.694035165012
0.0005624999757856131,4515.649795532227
0.0006562499911524355,5095.641719177365
0.000750000006519258,5627.110647037625
0.0008437500218860805,6112.996075302362
0.0009374999790452421,6556.463779881597
0.0010312499944120646,6960.742011666298
0.0011249999515712261,7328.998621553183
0.0012187500251457095,7664.282537996769
0.001312499982304871,7969.470964744687
0.0014062500558793545,8247.254567220807
0.001500000013038516,8500.12208148837
0.0015937499701976776,8730.364728718996
0.001687500043772161,8940.075542777777
0.0017812500009313226,9131.165692582726
0.0018749999580904841,9305.37248402834
0.0019687500316649675,9464.273193851113
0.002062499988824129,9609.296049922705
0.0021562499459832907,9741.734920069575
0.0022499999031424522,9862.76526749134
0.0023437500931322575,9973.429281264544
0.002437500050291419,10074.705060571432
0.0025312500074505806,10167.439367622137
0.002624999964609742,10252.421282231808
0.0027187499217689037,10330.35534992814
0.002812500111758709,10401.88505128026
0.0029062500689178705,10467.599734663963
0.003000000026077032,10528.039898723364
