strain,stress
0.0,0.0
-0.0003124999930150807,-3880.0001740455627
-0.0006249999860301614,-7760.0003480911255
-0.0009374999790452421,-11640.00053703785
-0.0012499999720603228,-15520.000696182251
-0.0015625000232830644,-19400.001019239426
-0.0018749999580904841,-23280.0010740757
-0.0021875000093132257,-27160.001814365387
-0.0024999999441206455,-31040.001392364502
