strain,stress
0.0,0.0
9.375000081490725e-05,782.4057373218238
0.0001875000016298145,1560.1079603657126
0.00028124998789280653,2326.0925859212875
0.000375000003259629,3071.849498897791
0.00046874998952262104,3788.338677957654
0.0005624999757856131,4466.448612511158
0.0006562499911524355,5097.532730549574
0.000750000006519258,5673.9527732133865
0.0008437500218860805,6188.627984374762
0.0009374999790452421,6639.151867479086
0.0010312499944120646,7023.406937718391
0.0011249999515712261,7342.636171728373
0.0012187500251457095,7600.817419588566
0.001312499982304871,7804.297972470522
0.0014062500558793545,7962.879467755556
0.001500000013038516,8080.656293779612
0.0015937499701976776,8172.661509364843
0.001687500043772161,8244.604613631964
0.0017812500009313226,8304.57716062665
0.0018749999580904841,8359.767269343138
0.0019687500316649675,8415.698122233152
0.002062499988824129,8476.549249142408
0.0021562499459832907,8545.460231602192
0.0022499999031424522,8624.703001230955
0.0023437500931322575,8715.831469744444
0.002437500050291419,8819.823049008846
0.0025312500074505806,8937.205098569393
0.002624999964609742,9068.155616521835
0.0027187499217689037,9212.583020329475
0.002812500111758709,9370.187312364578
0.0029062500689178705,9540.509540587664
0.003000000026077032,9722.970098257065
